model,task,eval_split,score_threshold,cutoff,group,n_images,n_gt,n_pred,n_unmatched,n_forgiven,recall,precision,f1
DeepForest-pretrained,TreeBoxes,validation,0.1,0.8,overall (macro),85,4422,4806,3676,3558,0.2873931281217382,0.9128214225833504,0.43715284721160624
DeepForest-pretrained,TreeBoxes,validation,0.1,0.8,Allen et al. 2025,24,1609,1345,838,724,0.3562447321086805,0.8320040613639826,0.49888047954624765
DeepForest-pretrained,TreeBoxes,validation,0.1,0.8,Frey et al. 2026,61,2813,3461,2838,2834,0.21854152413479583,0.9936387838027182,0.3582822338059046
DeepForest-pretrained,TreeBoxes,validation,0.1,0.85,overall (macro),85,4422,4806,3676,3533,0.2873931281217382,0.8988972074855437,0.4355373597255491
DeepForest-pretrained,TreeBoxes,validation,0.1,0.85,Allen et al. 2025,24,1609,1345,838,701,0.3562447321086805,0.8097443047898295,0.49480249609154997
DeepForest-pretrained,TreeBoxes,validation,0.1,0.85,Frey et al. 2026,61,2813,3461,2838,2832,0.21854152413479583,0.9880501101812578,0.3579172453370491
DeepForest-pretrained,TreeBoxes,validation,0.1,0.9,overall (macro),85,4422,4806,3676,3501,0.2873931281217382,0.8815108120221156,0.43346615755096435
DeepForest-pretrained,TreeBoxes,validation,0.1,0.9,Allen et al. 2025,24,1609,1345,838,670,0.3562447321086805,0.7762134413344092,0.4883570200683088
DeepForest-pretrained,TreeBoxes,validation,0.1,0.9,Frey et al. 2026,61,2813,3461,2838,2831,0.21854152413479583,0.9868081827098221,0.35783567715405473
DeepForest-pretrained,TreeBoxes,validation,0.1,0.95,overall (macro),85,4422,4806,3676,3438,0.2873931281217382,0.8515538711260073,0.4297491120284247
DeepForest-pretrained,TreeBoxes,validation,0.1,0.95,Allen et al. 2025,24,1609,1345,838,613,0.3562447321086805,0.7311689342476329,0.47907266418681804
DeepForest-pretrained,TreeBoxes,validation,0.1,0.95,Frey et al. 2026,61,2813,3461,2838,2825,0.21854152413479583,0.9719388080043818,0.3568458591589765
DeepForest-pretrained,TreeBoxes,validation,0.1,1.0,overall (macro),85,4422,4806,3676,3330,0.2873931281217382,0.7960155715674422,0.4223141372448132
DeepForest-pretrained,TreeBoxes,validation,0.1,1.0,Allen et al. 2025,24,1609,1345,838,516,0.3562447321086805,0.6394172868540738,0.4575629796510496
DeepForest-pretrained,TreeBoxes,validation,0.1,1.0,Frey et al. 2026,61,2813,3461,2838,2814,0.21854152413479583,0.9526138562808105,0.35552188470441065
DeepForest-pretrained,TreeBoxes,validation,0.1,1.0001,overall (macro),85,4422,4806,3676,0,0.2873931281217382,0.27898161764581664,0.28312491114001564
DeepForest-pretrained,TreeBoxes,validation,0.1,1.0001,Allen et al. 2025,24,1609,1345,838,0,0.3562447321086805,0.3755997188568996,0.365666286183442
DeepForest-pretrained,TreeBoxes,validation,0.1,1.0001,Frey et al. 2026,61,2813,3461,2838,0,0.21854152413479583,0.18236351643473375,0.19882015337901776
DeepForest-finetuned,TreeBoxes,validation,0.1,0.0,overall (macro),85,4422,7212,5866,5866,0.3283881913426624,1.0,0.49441600502447325
DeepForest-finetuned,TreeBoxes,validation,0.1,0.0,Allen et al. 2025,24,1609,2391,1838,1838,0.3856200538256802,1.0,0.5566028764681745
DeepForest-finetuned,TreeBoxes,validation,0.1,0.0,Frey et al. 2026,61,2813,4821,4028,4028,0.27115632885964464,1.0,0.4266293967208568
DeepForest-finetuned,TreeBoxes,validation,0.1,0.05,overall (macro),85,4422,7212,5866,5581,0.3283881913426624,0.8648527084791552,0.47602695609525697
DeepForest-finetuned,TreeBoxes,validation,0.1,0.05,Allen et al. 2025,24,1609,2391,1838,1561,0.3856200538256802,0.7479865893378433,0.5088866240875384
DeepForest-finetuned,TreeBoxes,validation,0.1,0.05,Frey et al. 2026,61,2813,4821,4028,4020,0.27115632885964464,0.981718827620467,0.4249414187728541
DeepForest-finetuned,TreeBoxes,validation,0.1,0.1,overall (macro),85,4422,7212,5866,5555,0.3283881913426624,0.8590398855999752,0.4751421324813614
DeepForest-finetuned,TreeBoxes,validation,0.1,0.1,Allen et al. 2025,24,1609,2391,1838,1535,0.3856200538256802,0.7363609435794833,0.5061681924292137
DeepForest-finetuned,TreeBoxes,validation,0.1,0.1,Frey et al. 2026,61,2813,4821,4028,4020,0.27115632885964464,0.981718827620467,0.4249414187728541
DeepForest-finetuned,TreeBoxes,validation,0.1,0.15,overall (macro),85,4422,7212,5866,5530,0.3283881913426624,0.8532556102694572,0.4742530130096572
DeepForest-finetuned,TreeBoxes,validation,0.1,0.15,Allen et al. 2025,24,1609,2391,1838,1510,0.3856200538256802,0.7247923929184473,0.5034066078584927
DeepForest-finetuned,TreeBoxes,validation,0.1,0.15,Frey et al. 2026,61,2813,4821,4028,4020,0.27115632885964464,0.981718827620467,0.4249414187728541
DeepForest-finetuned,TreeBoxes,validation,0.1,0.2,overall (macro),85,4422,7212,5866,5512,0.3283881913426624,0.8481610909890459,0.47346267737314607
DeepForest-finetuned,TreeBoxes,validation,0.1,0.2,Allen et al. 2025,24,1609,2391,1838,1492,0.3856200538256802,0.7146033543576248,0.5009262335663517
DeepForest-finetuned,TreeBoxes,validation,0.1,0.2,Frey et al. 2026,61,2813,4821,4028,4020,0.27115632885964464,0.981718827620467,0.4249414187728541
DeepForest-finetuned,TreeBoxes,validation,0.1,0.25,overall (macro),85,4422,7212,5866,5487,0.3283881913426624,0.8418569667931726,0.4724751643233723
DeepForest-finetuned,TreeBoxes,validation,0.1,0.25,Allen et al. 2025,24,1609,2391,1838,1468,0.3856200538256802,0.7030880021407416,0.49806710209199534
DeepForest-finetuned,TreeBoxes,validation,0.1,0.25,Frey et al. 2026,61,2813,4821,4028,4019,0.27115632885964464,0.9806259314456035,0.4248389452180265
DeepForest-finetuned,TreeBoxes,validation,0.1,0.3,overall (macro),85,4422,7212,5866,5470,0.3283881913426624,0.8394764346792857,0.4720994915277731
DeepForest-finetuned,TreeBoxes,validation,0.1,0.3,Allen et al. 2025,24,1609,2391,1838,1451,0.3856200538256802,0.6983269379129678,0.49686723324723187
DeepForest-finetuned,TreeBoxes,validation,0.1,0.3,Frey et al. 2026,61,2813,4821,4028,4019,0.27115632885964464,0.9806259314456035,0.4248389452180265
DeepForest-finetuned,TreeBoxes,validation,0.1,0.35,overall (macro),85,4422,7212,5866,5438,0.3283881913426624,0.8355029183026108,0.471469005870372
DeepForest-finetuned,TreeBoxes,validation,0.1,0.35,Allen et al. 2025,24,1609,2391,1838,1419,0.3856200538256802,0.6903799051596181,0.4948407924455273
DeepForest-finetuned,TreeBoxes,validation,0.1,0.35,Frey et al. 2026,61,2813,4821,4028,4019,0.27115632885964464,0.9806259314456035,0.4248389452180265
DeepForest-finetuned,TreeBoxes,validation,0.1,0.4,overall (macro),85,4422,7212,5866,5412,0.3283881913426624,0.8295525089013407,0.4705167509259763
DeepForest-finetuned,TreeBoxes,validation,0.1,0.4,Allen et al. 2025,24,1609,2391,1838,1394,0.3856200538256802,0.6795719825319413,0.49203631934478714
DeepForest-finetuned,TreeBoxes,validation,0.1,0.4,Frey et al. 2026,61,2813,4821,4028,4018,0.27115632885964464,0.9795330352707402,0.4247362925732358
DeepForest-finetuned,TreeBoxes,validation,0.1,0.45,overall (macro),85,4422,7212,5866,5375,0.3283881913426624,0.823196727274032,0.46948875418313313
DeepForest-finetuned,TreeBoxes,validation,0.1,0.45,Allen et al. 2025,24,1609,2391,1838,1357,0.3856200538256802,0.6668604192773239,0.4886641744863425
DeepForest-finetuned,TreeBoxes,validation,0.1,0.45,Frey et al. 2026,61,2813,4821,4028,4018,0.27115632885964464,0.9795330352707402,0.4247362925732358
DeepForest-finetuned,TreeBoxes,validation,0.1,0.5,overall (macro),85,4422,7212,5866,5348,0.3283881913426624,0.8178439020172638,0.46861413380394956
DeepForest-finetuned,TreeBoxes,validation,0.1,0.5,Allen et al. 2025,24,1609,2391,1838,1330,0.3856200538256802,0.6561547687637873,0.4857603231756708
DeepForest-finetuned,TreeBoxes,validation,0.1,0.5,Frey et al. 2026,61,2813,4821,4028,4018,0.27115632885964464,0.9795330352707402,0.4247362925732358
DeepForest-finetuned,TreeBoxes,validation,0.1,0.55,overall (macro),85,4422,7212,5866,5321,0.3283881913426624,0.8142703995617672,0.4680256830945587
DeepForest-finetuned,TreeBoxes,validation,0.1,0.55,Allen et al. 2025,24,1609,2391,1838,1303,0.3856200538256802,0.6490077638527941,0.48378828512800337
DeepForest-finetuned,TreeBoxes,validation,0.1,0.55,Frey et al. 2026,61,2813,4821,4028,4018,0.27115632885964464,0.9795330352707402,0.4247362925732358
DeepForest-finetuned,TreeBoxes,validation,0.1,0.6,overall (macro),85,4422,7212,5866,5277,0.3283881913426624,0.8063757085523753,0.4667125214305214
DeepForest-finetuned,TreeBoxes,validation,0.1,0.6,Allen et al. 2025,24,1609,2391,1838,1259,0.3856200538256802,0.6332183818340104,0.4793335193094384
DeepForest-finetuned,TreeBoxes,validation,0.1,0.6,Frey et al. 2026,61,2813,4821,4028,4018,0.27115632885964464,0.9795330352707402,0.4247362925732358
DeepForest-finetuned,TreeBoxes,validation,0.1,0.65,overall (macro),85,4422,7212,5866,5237,0.3283881913426624,0.7995403322154918,0.4655607126123354
